playerID,playerName,byeWeek,passingAtt,passingCmp,passingYds,passingTD,passingInt,passing2pt,rushingAtt,rushingYds,rushingTD,rushing2pt,receivingRec,receivingYds,receivingTD,receiving2pt,fumbleLost,fumbleTD
489,Tyreik McAllister,10,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
490,Anthony Miller,14,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
491,Tip Reiman,11,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0
492,Aaron Shampklin,9,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0
493,Trent Taylor,9,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
494,Deven Thompkins,11,0,0,0,0,0,0,2,7,0,0,4,20,0,0,0,0
495,Jonathan Ward,9,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
496,Casey Washington,12,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
497,Mike White,12,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Kyle Allen,9,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Tyson Bagent,7,2,2,11,0,0,0,6,-7,0,0,0,0,0,0,0,0
500,British Brooks,14,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
501,Jake Browning,12,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
502,Robbie Chosen,6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
503,Chris Collier,10,0,0,0,0,0,0,5,12,0,0,1,-4,0,0,0,0
504,Jaelon Darden,10,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
505,Zach Davidson,12,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
506,Tyrion Davis-Price,5,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
507,Josiah Deguara,12,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
508,Ross Dwelley,12,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
509,Darrynton Evans,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
510,John FitzPatrick,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
511,Joe Fortson,6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
512,Reggie Gilliam,12,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
513,Isaiah Hodgins,11,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
514,Trenton Irwin,11,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
515,Jermaine Jackson,12,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
516,Brandon Johnson,9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
517,Collin Johnson,7,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
518,Josh Johnson,14,3,2,17,0,0,0,4,1,0,0,0,0,0,0,0,0
519,Velus Jones,11,0,0,0,0,0,0,3,11,0,0,1,8,0,0,1,0
520,Brevin Jordan,14,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
521,Joshua Kelley,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
522,Ramel Keyton,10,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
523,Marcedes Lewis,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
524,David Martin-Robinson,5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
525,Nick Mullens,6,2,2,38,0,0,0,3,-2,0,0,0,0,0,0,0,0
526,Chris Oladokun,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
527,James Proche,10,0,0,0,0,0,0,0,0,0,0,3,21,0,0,1,0
528,Kendric Pryor,12,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
529,John Ross,5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
530,Cody Schrader,6,0,0,0,0,0,0,1,3,0,0,1,6,0,0,0,0
531,Tyler Scott,7,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
532,Laviska Shenault,5,0,0,0,0,0,0,1,1,0,0,5,36,0,0,2,0
533,John Samuel Shenker,10,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
534,Durham Smythe,6,0,0,0,0,0,0,0,0,0,0,9,53,0,0,0,0
535,Jarrett Stidham,14,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
536,Jack Stoll,6,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
537,Geoff Swaim,10,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
538,Ian Thomas,11,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0
539,Eric Tomlinson,5,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
540,Kyle Trask,11,1,1,5,0,0,0,5,-4,0,0,0,0,0,0,0,0
541,Brycen Tremayne,14,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0
542,Ke'Shawn Vaughn,9,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
543,Jared Wiley,6,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
544,Isaiah Williams,12,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
545,Charlie Jones,12,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0
546,Dylan Laube,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
547,Steven Sims,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
548,Kadarius Toney,10,0,0,0,0,0,0,2,-4,0,0,0,0,0,0,1,0
549,Clayton Tune,11,2,2,8,0,0,0,7,-4,0,0,0,0,0,0,1,0
550,Sam Howell,10,14,5,24,0,1,0,1,2,0,0,0,0,0,0,0,0
551,Jha'Quan Jackson,5,0,0,0,0,0,0,1,-5,0,0,1,8,0,0,2,0
